Gene Family	AA_combined_Abundance-RPKs	B1_combined_Abundance-RPKs	C1_combined_Abundance-RPKs	D1_combined_Abundance-RPKs	E1_combined_Abundance-RPKs	F1_combined_Abundance-RPKs	log2FC_E1_vs_AA	log2FC_F1_vs_B1	log2FC_D1_vs_AA	log2FC_C1_vs_D1
K02959|unclassified	0.281737	0.2430811	0.0	0.0	0.0	0.0	-18.103994637774235	-17.891084135010253	-18.103994637774235	0.0
K02960	3.82887	1.35132	7.7705	11.3189	13.2974	15.2267	1.796153336327991	3.494161077024051	1.5637429278896624	-0.5426543636621631
K02960|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.82887	1.35132	7.7085	11.0866	13.163	14.991	1.7814974833298391	3.4716543941810993	1.5338261630387497	-0.5242948776185073
K02960|unclassified	0.0	0.0	0.0619964	0.23233	0.13442	0.235737	17.036399016044435	17.846824808301694	17.825822140690274	-1.905902047024517
K02961	183.04873	259.8863413	203.25257	202.30883	183.57881	219.556191	0.00417177779923904	-0.24329059601851197	0.14433152439660202	0.006714305003891801
K02961|g__Lactobacillus.s__Lactobacillus_brevis	0.0	249.108	115.762	147.893	110.116	213.333	26.714448881825472	-0.22366420272509324	27.139978537962406	-0.3533920140112742
K02961|g__Lactobacillus.s__Lactobacillus_plantarum	181.268	9.41434	84.1542	49.5253	68.3969	0.373171	-1.4061214059811096	-4.656947463857957	-1.871886621990649	0.7648695496600751
K02961|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.78073	0.72006	3.33637	4.89053	5.02711	5.85002	1.4972599473526067	3.022250768772016	1.4575215202846301	-0.5517113939572927
K02961|unclassified	0.0	0.6439413	0.0	0.0	0.0387814	0.0	15.243114465123105	-19.296571896886586	0.0	0.0
K02962	6.90995	1.78828	15.4276	24.7548	19.7838	26.4979	1.5175722479363016	3.8892327267209117	1.8409609664544426	-0.6821946122271643
K02962|g__Saccharomyces.s__Saccharomyces_cerevisiae	6.90995	1.78828	15.4276	24.7548	19.7838	26.4979	1.5175722479363016	3.8892327267209117	1.8409609664544426	-0.6821946122271643
K02963	0.0	0.0	0.038474	0.0	0.0	0.0	0.0	0.0	0.0	15.231633706102935
K02963|unclassified	0.0	0.0	0.038474	0.0	0.0	0.0	0.0	0.0	0.0	15.231633706102935
K02964	3.84724	1.05671	8.0003	10.9529	9.52929	13.3771	1.308544672284246	3.662112725222801	1.5094169232719317	-0.4531868490836413
K02964|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.84724	1.05671	8.0003	10.9529	9.52929	13.3312	1.308544672284246	3.6571539848603782	1.5094169232719317	-0.4531868490836413
K02964|unclassified	0.0	0.0	0.0	0.0	0.0	0.0458996	0.0	15.486225391823979	0.0	0.0
K02965	159.018049	270.7298611	200.4521541	186.0808	187.8606	217.9552	0.24047199590109203	-0.31282239806557405	0.22673867827699493	0.10732871613055517
K02965|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.312949	0.0	0.0	0.0	0.0	0.0	-18.255572650718605	0.0	0.0
K02965|g__Lactobacillus.s__Lactobacillus_brevis	0.198049	265.719	119.3084	140.3804	118.5309	217.8832	9.22518280210307	-0.28634642797244053	9.46926111340799	-0.23464589722926002
K02965|g__Lactobacillus.s__Lactobacillus_plantarum	158.82	4.64495	81.1084	45.7	69.3302	0.0711081	-1.195836761488168	-6.0294853705834095	-1.797126507786141	0.8276571559792055
K02965|unclassified	0.0	0.0529121	0.0350541	0.0	0.0	0.0	0.0	-15.691337322405534	0.0	15.097336729904061
K02966	5.3617	1.1888	11.0491	17.1954	17.9632	19.8122	1.744281784326325	4.058810023006758	1.6812600866669913	-0.6380937693489264
K02966|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.7565	1.1888	7.78474	11.2411	12.5209	13.4875	1.7368769904452228	3.504043927004811	1.5813219545772441	-0.5300623995656515
K02966|unclassified	1.6052	0.0	3.26437	5.95431	5.44231	6.32475	1.76146544152916	22.59257725258782	1.8911806170475047	-0.8671295462502663
K02967	119.1726879	165.21033	154.24089999999998	154.55919	147.8495	181.850461	0.3110757266061674	0.13844868626093768	0.375105800205958	-0.0029740636682338505
K02967|g__Lactobacillus.s__Lactobacillus_brevis	0.0576005	158.875	89.8778	114.288	89.7463	170.053	10.605530381078019	0.09809233183253413	10.9542799423657	-0.34663721189072416
K02967|g__Lactobacillus.s__Lactobacillus_plantarum	114.362	5.00016	56.1109	30.953	48.0914	0.151661	-1.2497569076698376	-5.043042990516547	-1.885456572655577	0.8582017885780331
K02967|g__Pantoea.s__Pantoea_vagans	0.0881374	0.0	0.0	0.0	0.0	0.0	-16.427483086772728	0.0	-16.427483086772728	0.0
K02967|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.39895	1.33517	7.4685	9.31819	9.5037	11.6458	1.4833998837760627	3.1247134419132125	1.454960338618707	-0.3192311931541177
K02967|unclassified	1.26637	0.0	0.783707	0.0	0.508123	0.0	-1.3174476100857033	0.0	-20.272268692455153	19.57995669839254
K02968	134.795	196.869489	175.4952	151.6484443	167.6231	203.2807888	0.3144539941455277	0.046234339975529254	0.16996371372416452	0.2107008723580101
K02968|g__Lactobacillus.s__Lactobacillus_brevis	0.0	190.373	103.203	120.816	105.361	203.024	26.65076571643918	0.09282140150409646	26.84823629848548	-0.22732661644645394
K02968|g__Lactobacillus.s__Lactobacillus_plantarum	134.673	5.94899	72.1779	30.6738	62.1388	0.170391	-1.1158943415912925	-5.125715488766812	-2.1343817939097995	1.2345502370715233
K02968|g__Pantoea.s__Pantoea_agglomerans	0.0	0.353769	0.0	0.0	0.0	0.0	0.0	-18.432452185873036	0.0	0.0
K02968|unclassified	0.121511	0.19373	0.114309	0.1590461	0.123255	0.0858148	0.020559082318194147	-1.1747396267647117	0.38835527140970055	-0.4765024485340065
K02969	3.70908	1.21863	7.34197	12.2732	11.3628	12.7762	1.6151848325457032	3.390125664187591	1.7263778911844831	-0.7412722494097168
K02969|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.70908	1.21863	7.34197	12.2732	11.3628	12.7762	1.6151848325457032	3.390125664187591	1.7263778911844831	-0.7412722494097168
K02970	196.121317	318.64102230000003	282.962	292.1426	257.9111	324.651	0.3951275087339917	0.02695763968296647	0.5749263889249749	-0.04606442470077752
K02970|g__Lactobacillus.s__Lactobacillus_brevis	0.943208	310.759	171.748	236.928	165.957	324.651	7.459016291929647	0.06309347872886976	7.972655511758968	-0.46415540411955786
K02970|g__Lactobacillus.s__Lactobacillus_plantarum	194.615	7.11959	111.214	55.2146	91.9541	0.0	-1.0816370949156202	-22.76336293422089	-1.817501187725178	1.0102166936935868
K02970|g__Pantoea.s__Pantoea_agglomerans	0.187703	0.0	0.0	0.0	0.0	0.0	-17.51809986897787	0.0	-17.51809986897787	0.0
K02970|g__Pantoea.s__Pantoea_vagans	0.375406	0.303607	0.0	0.0	0.0	0.0	-18.518096025967164	-18.211850280368935	-18.518096025967164	0.0
K02970|unclassified	0.0	0.4588253	0.0	0.0	0.0	0.0	0.0	-18.807588563680934	0.0	0.0
K02971	4.0551	2.49089	9.22433	12.4372	10.9254	13.1233	1.4298764795293848	2.397396860709446	1.616852089495076	-0.4311456547823743
K02971|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.17137	2.01648	6.89956	10.1513	9.33168	10.7584	1.5570303304751063	2.4155519515632378	1.6784860715567322	-0.5570881611477934
K02971|unclassified	0.88373	0.474406	2.32477	2.28584	1.59372	2.36489	0.850719892562377	2.3175764874582745	1.3710458573537152	0.024363556385299048
K02973	4.86507	2.14614	7.15165	12.4884	12.798	15.2722	1.3953857195272779	2.8310912271298716	1.360056003101527	-0.8042405278662859
K02973|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.86507	2.14614	7.15165	12.4884	12.798	15.2722	1.3953857195272779	2.8310912271298716	1.360056003101527	-0.8042405278662859
K02974	3.17441	1.15036	6.57083	9.42768	9.12047	12.256	1.522619399984817	3.413329744083208	1.5704140135345563	-0.5208271067473763
K02974|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.17441	1.15036	6.57083	9.42768	9.12047	12.256	1.522619399984817	3.413329744083208	1.5704140135345563	-0.5208271067473763
K02975	5.72283	1.25707	14.0431714	20.6576667	20.5462201	22.0636	1.844072166459904	4.133530231071909	1.8518764710491376	-0.5568084975482551
K02975|g__Saccharomyces.s__Saccharomyces_cerevisiae	5.72283	1.25707	13.1608	19.0145	18.7896	20.9533	1.7151335226034952	4.0590395038631035	1.732299169999604	-0.5308527807790597
K02975|unclassified	0.0	0.0	0.8823964000000001	1.6431267	1.7565400999999998	1.11026	20.744305902828653	20.08246743431696	20.648013176816963	-0.896944162371792
K02977	2.9209	1.37799	7.02212	9.73671	10.4309	13.4005	1.8363784143958932	3.2816485686555246	1.7370210604550942	-0.47152766536047663
K02977|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.9209	1.37799	7.02212	9.73671	10.4309	13.4005	1.8363784143958932	3.2816485686555246	1.7370210604550942	-0.47152766536047663
K02978	2.70321	0.882544	5.14444	8.85559	8.64126	8.28514	1.6765677307390916	3.230784503237029	1.7119144657587009	-0.783574271070803
K02978|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.21588	0.4716	4.31543	7.23797	7.29241	6.82539	1.7185154678424495	3.8552730121887167	1.7077049212889044	-0.7460806728112844
K02978|unclassified	0.487328	0.410943	0.829014	1.61763	1.34886	1.45975	1.4687737041862206	1.8287085854070158	1.7309145680056146	-0.9644124393257463
K02979	6.80459	1.032054	12.846508	21.314869	21.35893	21.408889	1.6502590887947297	4.374618235715633	1.6472799021605018	-0.7304838916297418
K02979|g__Saccharomyces.s__Saccharomyces_cerevisiae	5.48775	0.369849	9.60801	17.3517	16.9087	16.9121	1.623478902310445	5.514971811702458	1.6607901706084376	-0.8527673903243056
K02979|unclassified	1.31683	0.662205	3.238458	3.963209	4.45019	4.496779	1.7567970528831862	2.763540315845363	1.5895992096366658	-0.29136193473611466
K02980	11.8163	3.69849	30.6897062	37.2866	35.4206	44.4332	1.5838102093994089	3.5866294076755385	1.6578788069616084	-0.28090240721650783
K02980|g__Saccharomyces.s__Saccharomyces_cerevisiae	10.8884	3.69849	29.3976	35.837	33.8137	43.1012	1.6348158269372415	3.5427193998583424	1.7186578065278797	-0.2857514829886254
K02980|unclassified	0.927869	0.0	1.2920762	1.44961	1.60689	1.33196	0.7922774755798985	20.345120410043926	0.6436712134259985	-0.16597353622325767
K02981	6.09511	2.17756	12.4735	17.0456	12.7283	18.3179	1.0623154585918877	3.072469159574771	1.4836750678666972	-0.4505330169933013
K02981|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.1923	1.57904	8.93159	11.8064	8.37626	12.536	0.9985640929909831	2.9889566634503026	1.4937550395996009	-0.4025801551747556
K02981|unclassified	1.90281	0.598526	3.54194	5.23919	4.352	5.7819	1.1935466175467142	3.2720556718300777	1.4612117873275565	-0.5648038773213174
K02982	43.5269	205.89603	123.3384	138.4679	117.5581	180.475296	1.4333947465750922	-0.19011464161564262	1.6695723631884953	-0.16692952804764652
K02982|g__Lactobacillus.s__Lactobacillus_brevis	0.0	203.882	102.535	124.866	99.0084	180.368	26.561047609270663	-0.17679100429307146	26.895805466902438	-0.28426424051561655
K02982|g__Lactobacillus.s__Lactobacillus_plantarum	43.5269	2.01403	20.8034	13.6019	18.5497	0.107296	-1.2305113752818777	-4.230404245160684	-1.6780990112713825	0.6130111071470057
K02983	2.92468	1.41919	5.78632	10.839	9.74064	11.6462	1.7357374384731137	3.0367187525140005	1.8898806125526009	-0.9055135286407119
K02983|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.92468	1.41919	5.78632	10.839	9.74064	11.6462	1.7357374384731137	3.0367187525140005	1.8898806125526009	-0.9055135286407119
K02985	1.35843	0.602454	4.35581	5.33584	5.38078	6.57641	1.985874302383821	3.448375075367526	1.9737743897083537	-0.29277432060615394
K02985|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.35843	0.602454	4.35581	5.33584	5.38078	6.57641	1.985874302383821	3.448375075367526	1.9737743897083537	-0.29277432060615394
K02986	120.563	190.123343	150.38299999999998	145.019	140.6401	164.486792	0.22222077824725256	-0.20896393042711908	0.2664547071910531	0.052399556206650245
K02986|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.260235	0.0	0.0	0.0	0.0	0.0	-17.989461026918836	0.0	0.0
K02986|g__Lactobacillus.s__Lactobacillus_brevis	0.0	184.628	91.1775	114.758	90.4322	164.369	26.43033324161958	-0.1676831300779019	26.77401950185014	-0.33184496939133035
K02986|g__Lactobacillus.s__Lactobacillus_plantarum	118.591	5.12965	59.2055	29.8654	50.2079	0.117792	-1.2400082206812162	-5.444534961408056	-1.98944754055123	0.9872561353199858
K02986|unclassified	1.97137	0.105458	0.0	0.395617	0.0	0.0	-20.910767877665275	-16.686322696181087	-2.3170193352710653	-18.59374854239421
K02987	6.48656	3.15981	14.01334	20.21666	18.56765	25.0472	1.5172656030086413	2.9867392195189844	1.640019032285493	-0.528743782367498
K02987|g__Saccharomyces.s__Saccharomyces_cerevisiae	6.48656	3.15981	14.01334	20.21666	18.56765	25.0472	1.5172656030086413	2.9867392195189844	1.640019032285493	-0.528743782367498
K02988	144.05355999999998	225.8558991	167.28963	183.39207	166.20063	199.166398	0.20632053515828833	-0.1814283287285247	0.34832594069693623	-0.1325832384596714
K02988|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.37845	0.0	0.0	0.0	0.0	0.0	-18.52974699358246	0.0	0.0
K02988|g__Lactobacillus.s__Lactobacillus_brevis	0.0	219.113	96.8189	130.414	101.711	189.187	26.59990048775164	-0.21186212391515763	26.958523521988106	-0.42973813964523055
K02988|g__Lactobacillus.s__Lactobacillus_plantarum	141.587	5.37437	63.9269	43.5993	55.5063	0.179588	-1.3509653600582139	-4.903325024521234	-1.699311908230375	0.5521181522858347
K02988|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.46656	0.944905	6.54383	9.37877	8.98333	9.79981	1.8647495256575017	3.3745112044200343	1.9268979167080866	-0.5192633935339644
K02988|unclassified	0.0	0.0451741	0.0	0.0	0.0	0.0	0.0	-15.463240174205332	0.0	0.0
K02989	2.99544	1.49967	6.44094	9.18806	8.74152	11.6769	1.5451159088381627	2.9609394998575875	1.6169920172754226	-0.5124889582005234
K02989|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.99544	1.49967	6.44094	9.18806	8.74152	11.6769	1.5451159088381627	2.9609394998575875	1.6169920172754226	-0.5124889582005234
K02990	200.539707	383.066506	256.89660000000003	224.636	209.994	227.310818	0.0664601875455203	-0.7529285390580924	0.16370123116563012	0.19359864412639752
K02990|g__Lactobacillus.s__Lactobacillus_brevis	0.169947	370.71	128.77	153.471	115.181	215.651	9.404593665945507	-0.7815926239220128	9.818656978726468	-0.25316954390534896
K02990|g__Lactobacillus.s__Lactobacillus_plantarum	197.213	11.4506	120.816	59.5289	84.4158	0.179418	-1.224169688727202	-5.995946835893499	-1.7280924973319076	1.021149374150914
K02990|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.15676	0.905906	7.2166	11.6361	10.3972	11.4804	1.719678254218268	3.663666273240926	1.8820907813158592	-0.6892163273841482
K02990|unclassified	0.0	0.0	0.0940245	0.0	0.0	0.0	0.0	0.0	0.0	16.520764452664032
K02991	6.48786	2.7591140000000003	13.46698	20.47509	18.5844	20.89565	1.518277373169854	2.9209252116161513	1.6580550480337584	-0.6044433971793747
K02991|g__Saccharomyces.s__Saccharomyces_cerevisiae	6.48786	2.7591140000000003	13.46698	20.47509	18.5844	20.89565	1.518277373169854	2.9209252116161513	1.6580550480337584	-0.6044433971793747
K02992	141.37722	228.530982	177.39281	172.65777	163.67205	210.032103	0.21125829629711393	-0.1217799066114797	0.2883655798667147	0.03903227570556804
K02992|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.186052	0.0	0.0	0.0	0.0	0.0	-17.505354127734297	0.0	0.0
K02992|g__Lactobacillus.s__Lactobacillus_brevis	0.0	221.543	106.722	121.353	101.88	199.509	26.602295637984373	-0.1511329136364251	26.85463454516754	-0.18535216415508396
K02992|g__Lactobacillus.s__Lactobacillus_plantarum	137.049	5.81191	63.4592	40.5627	52.1705	0.308503	-1.3933856189433032	-4.235651510304416	-1.756466184656959	0.645675634629409
K02992|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.51522	0.820505	6.33541	9.90337	8.97645	10.2146	1.8354599944182748	3.6379751572076473	1.9772345184621265	-0.644481471509523
K02992|unclassified	1.81253	0.169515	0.876183	0.838687	0.645158	0.0	-1.4902790070525684	-17.371061924973972	-1.1117995508222183	0.06309965579900215
K02993	6.23934	1.930619	13.53249	18.26638	19.09466	20.8618	1.6137037424689142	3.433727576528001	1.549725265822657	-0.43276340186788
K02993|g__Saccharomyces.s__Saccharomyces_cerevisiae	6.23934	1.930619	13.53249	18.26638	19.09466	20.8618	1.6137037424689142	3.433727576528001	1.549725265822657	-0.43276340186788
K02994	105.557	232.047735	152.451	155.327	143.761	201.746	0.4456500917259464	-0.20188154500792324	0.5572863722410093	-0.026963016739257453
K02994|g__Lactobacillus.s__Lactobacillus_brevis	0.0	228.046	103.479	127.038	99.0025	201.413	26.560961635209058	-0.1791680605933948	26.920684875416615	-0.29592208508446144
K02994|g__Lactobacillus.s__Lactobacillus_plantarum	105.557	3.83491	48.972	28.2886	44.7581	0.333101	-1.237801535722143	-3.525157174948679	-1.8997295318977014	0.7917363152234246
K02994|g__Pantoea.s__Pantoea_agglomerans	0.0	0.166735	0.0	0.0	0.0	0.0	0.0	-17.347206104941122	0.0	0.0
K02995	6.01105	2.10586	12.5951	17.1084	17.684	20.7071	1.5567555553993213	3.2976434722606762	1.5090157621436386	-0.44184223665396305
K02995|g__Saccharomyces.s__Saccharomyces_cerevisiae	6.01105	2.10586	12.5951	17.1084	17.684	20.7071	1.5567555553993213	3.2976434722606762	1.5090157621436386	-0.44184223665396305
K02996	140.30488	226.349735	173.92666	169.68617	171.92449	199.546955	0.2932098752886912	-0.1818253525722839	0.27430379455665416	0.035610104890291115
K02996|g__Lactobacillus.s__Lactobacillus_brevis	0.0	218.174	102.821	121.522	100.335	189.72	26.580249724576362	-0.20160741006348154	26.85664228988604	-0.24108256835472888
K02996|g__Lactobacillus.s__Lactobacillus_plantarum	137.563	7.16961	65.8781	40.1965	63.7768	0.481145	-1.1089888544377218	-3.89734820496863	-1.774950665212681	0.7127290445334988
K02996|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.74188	0.886993	5.22756	7.96767	7.81269	9.34581	1.5106535969724018	3.3973236112510303	1.5389921187992552	-0.608020085457606
K02996|unclassified	0.0	0.119132	0.0	0.0	0.0	0.0	0.0	-16.86221357144968	0.0	0.0
K02997	27.4905	4.51764	66.795	83.2	72.57123	132.164079	1.400464542716928	4.870616689645759	1.5976503462535774	-0.3168434116056318
K02997|g__Saccharomyces.s__Saccharomyces_cerevisiae	21.559	2.90596	57.4637	69.7525	59.7234	117.399	1.4700059952085487	5.336260980606394	1.6939546180952998	-0.27959403229720503
K02997|unclassified	5.93151	1.61168	9.3313	13.4474	12.84783	14.764479	1.1150532504112063	3.195492421511189	1.1808557973082272	-0.5271772224243337
K02999	1.5464	0.427571	3.06078	4.58632	4.46097	5.51662	1.5284432938320296	3.6895455837287843	1.5684228581465331	-0.5834375105460275
K02999|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.5464	0.427571	3.06078	4.58632	4.46097	5.51662	1.5284432938320296	3.6895455837287843	1.5684228581465331	-0.5834375105460275
K03000	3.73439	0.710627	8.26603	11.9208	11.9444	12.1856	1.6773896115322084	4.099939062514102	1.6745362844107075	-0.5282144993872356
K03000|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.73439	0.710627	8.26603	11.9208	11.9444	12.1856	1.6773896115322084	4.099939062514102	1.6745362844107075	-0.5282144993872356
K03001	2.13556	1.3817	6.42879	7.53758	6.37479	8.34757	1.5777629358306402	2.5949110087423835	1.819486492919224	-0.2295541510367362
K03001|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.13556	1.3817	6.42879	7.53758	6.37479	8.34757	1.5777629358306402	2.5949110087423835	1.819486492919224	-0.2295541510367362
K03002	1.4054	0.487543	3.24779	4.28749	4.38778	4.84784	1.6425096904939844	3.3137380513483548	1.609151812673534	-0.40067484686545113
K03002|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.4054	0.487543	3.24779	4.28749	4.38778	4.84784	1.6425096904939844	3.3137380513483548	1.609151812673534	-0.40067484686545113
K03003	2.06949	1.04998	7.50139	11.5373	13.1609	14.1234	2.6689103803091894	3.749652413239943	2.4789578843377496	-0.6210757161506849
K03003|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.06949	0.643725	5.86554	9.23579	9.9359	10.9455	2.263374824355988	4.0877474409071946	2.1579595517701806	-0.6549713468648545
K03003|unclassified	0.0	0.406257	1.63585	2.30148	3.22497	3.17795	21.62085475673005	2.967628752462261	21.134131101688745	-0.49252118466594996
K03004	2.88706	1.4425	5.93438	9.49659	8.59301	10.7022	1.5735621515526261	2.8912633057082853	1.7178081305656863	-0.6783121668989909
K03004|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.88706	1.4425	5.93438	9.49659	8.59301	10.7022	1.5735621515526261	2.8912633057082853	1.7178081305656863	-0.6783121668989909
K03005	2.66628	1.07354	6.71025	10.218	9.08313	10.7317	1.7683608529157995	3.3214295689366744	1.9382122425100194	-0.6066743448281732
